Report Year,Date,Month,Day,Hour,Minute,AM/PM,Time,Nearest Station,Subdivision,County Name,State Name,Highway Name,Public/Private Code,Public/Private,Highway User,Estimated Vehicle Speed,Vehicle Direction,Highway User Position,Equipment Involved,Equipment Struck,Temperature,Visibility,Weather Condition,Number of Locomotive Units,Number of Cars,Train Speed,Estimated/Recorded Speed,Train Direction,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Crossing Warning Expanded 8,Crossing Warning Expanded 9,Crossing Warning Expanded 10,Crossing Warning Expanded 11,Crossing Warning Expanded 12,Signaled Crossing Warning Code,Signaled Crossing Warning,Roadway Condition,Crossing Warning Location,Warning Connected To Signal,Crossing Illuminated,User Age,User Gender,User Struck By Second Train,Highway User Action,View Obstruction,Driver Condition,Driver In Vehicle,Crossing Users Killed For Reporting Railroad,Crossing Users Injured For Reporting Railroad,Vehicle Damage Cost,Employees Killed For Reporting Railroad,Employees Injured For Reporting Railroad,Passengers Killed For Reporting Railroad,Passengers Injured For Reporting Railroad,Narrative
 DRIVER'S AGE IS UNKNOWN LEFT THE SCENE."
2022,02/02/2022,02,02,10,40,PM,22:40:00,MAIN STREET - WASHIN,BOSTON,MIDDLESEX,MASSACHUSETTS,MAIN ST-WASHINGTON,Y,Public,Pick-up truck,5,North,Moving over crossing,Train (units pulling),Rail equipment struck highway user,40,Dark,Clear,3,49,18,E,South,Standard FLS,Audible,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,Other,1,Provided minimum 20-second warning,Dry,Both sides,No,No,NA,Male,No,Stopped and then proceeded,Not obstructed,Injured,Yes,0,1,15500,0,0,0,0,B72502 STRUCK A MOTORIST THAT DROVE ONTO CROSSING AS TRAIN WAS APPROACHING.   AGE UNKNOWN.  PROTECTION ALSO AT CROSSING:?PAVEMENT MARKINGS (STOP LINES). MCRL DAMAGES $0.
2022,04/28/2022,04,28,12,58,PM,12:58:00,SOUTH WEYMOUTH STATI,SS,NORFOLK,MASSACHUSETTS,POND STREET,Y,Public,Pick-up truck,0,West,Stopped on crossing,Train (units pushing),Rail equipment struck highway user,51,Day,Clear,1,6,53,R,North,Gates,Standard FLS,Hwy. traffic signals,Audible,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,Unknown,Yes,NA,Male,Unknown,Stopped on crossing,Not obstructed,Uninjured,No,0,0,0,0,0,0,0,"PICKUP TRUCK FOULING THE CROSSING AT POND ST IN WEYMOUTH. TRAIN 52 TRAVELING AT A SPEED OF 46MPH HITTHE PICKUP ON THE FRONT END. 
DRIVER OF VEHICLE WAS NOT IN THE TRUCK AT THE TIME BUT DID CHECK ITOUT AFTERWARDS AND THEN DROVE OFF. 
NO DRIVER INFORMATION AVAILABLE"
2021,12/06/2021,12,06,09,15,PM,21:15:00,BOSTON NORTH STATION,NORTH SIDE,MIDDLESEX,MASSACHUSETTS,BINNEY ST,Y,Public,Other,15,North,Moving over crossing,Train (units pushing),Rail equipment struck by highway user,60,Dark,Rain,2,2,10,E,West,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Wet,Both sides,No,No,32,Male,No,Did not stop,Not obstructed,Injured,Yes,0,1,200,0,0,0,0,GRADE CROSSING: POR EXTRA CREW WAS OPERATING SPARE EQUIPMENT OVER THE MBTA GRAND JUNCTION RUNNING TRACK SHVOING FROM OTHER THAN THE LEADING END.  WHILE CROSSING BINNEY STREET A BICYCLIST ENTERED THE CROSSING AND RAN INTO THE SIDE OF THE LEADING COACH.
2021,12/27/2021,12,27,12,44,PM,12:44:00,ROSEMONT,FREIGHT MAIN LINE,ESSEX,MASSACHUSETTS,ROSEMONT STREET,Y,Public,Pick-up truck,20,West,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,32,Day,Clear,2,5,57,E,East,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,83,Male,Yes,Went thru the gate,Passing train,Killed,Yes,1,0,5000,0,0,0,0,GRADE CROSSING: TRAIN 683(27) WITH E/124 AND E/114 AND 5 CARS WAS STRUCK BY A VEHICLE ON THE PAN AMFREIGHT MAIN LINE AT MP 35.48. IT WAS REPORTED THAT C/82529 THE THIRD AXEL IS ON THE GROUND AND HASOTHER DAMAGE TO THE BATTERY BOX. THE DRIVER OF THE VEHICLE THAT STRUCK THE TRAIN WAS EJECTED AND WASA FATALITY.
2021,12/07/2021,12,07,04,40,PM,16:40:00,CANAAN,SYSTEM,BERKSHIRE,MASSACHUSETTS,SCHOOL STREET,Y,Public,Pick-up truck,0,North,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,40,Dusk,Cloudy,2,30,25,E,North,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Dry,Both sides,No,No,66,Female,No,Other,Not obstructed,Uninjured,No,0,0,NA,0,0,0,0,"NX-13 WAS TRAVELING NORTH FROM CANAAN, CT TO PITTSFIELD, MA.  AN UNOCCUPIED PICKUP TRUCK WAS PARKEDON THE SCHOOL STREET CROSSING.  THE TRAIN STRUCK THE TRUCK DAMAGING IT, THE ENGINE AND THE SIGNAL APPARATUS. THERE WERE NO INJURIES TO ANY INDIVIDUALS."
2022,05/13/2022,05,13,11,30,PM,23:30:00,ABINGTON,SS,PLYMOUTH,MASSACHUSETTS,BIRCH ST,Y,Public,Pedestrian,NA,South,NA,Train (units pulling),Rail equipment struck highway user,68,Dark,Cloudy,1,4,63,R,South,Gates,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Dry,Both sides,No,No,18,Female,NA,Other,Not obstructed,NA,NA,1,0,0,0,0,0,0,"WHILE TRAVELING SOUTH THE ENGINEER NOTICED 2 WOMEN AT BIRCH ST WHO APPEARED THAT THEY WERE GOING TOCROSS IN FRONT OF THE TRAIN. CONTINUOUSLY BLOWING THE WHISTLE TO DETER THEM. THE TRAIN STRUCK AND KILLED ONE OF THEM
 BOX 16 I AM UNABLE TO DETERMINE WHAT THEY WERE DOING
 BOX 4O  I DON'T KNOW 
 BOX 41 I CANNOT ANSWER THE 2 WOMEN WERE WALKING ALONG THE SIDE OF THE TRACKS"
2022,02/25/2022,02,25,03,30,PM,15:30:00,LITTLETON 495,NS,MIDDLESEX,MASSACHUSETTS,KING ST,Y,Public,Truck-trailer,0,South,Stalled or stuck on crossing,Train (units pulling),Rail equipment struck highway user,20,Day,Snow,1,4,51,R,West,Gates,Hwy. traffic signals,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Snow/slush,Both sides,Unknown,Unknown,NA,Male,No,Other,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,"TRAIN 419 STRUCK A TRACTOR TRAILER THAT WAS ON KING ST XING. THE TRACTOR GOT OFF THE TRACKS BUT THEEMPTY TRAILER WAS FOULING TRACK 1 AND 2 AND WAS STRUCK. 
DRIVER'S AGE IS UNKNOWN."
2022,01/18/2022,01,18,03,24,PM,15:24:00,WEST CONCORD,NS,MIDDLESEX,MASSACHUSETTS,CONCORD ST,N,Private,Pedestrian,NA,South,Moving over crossing,Train (units pushing),Rail equipment struck highway user,17,Day,Clear,1,5,28,R,East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Dry,NA,NA,No,18,Male,Unknown,Did not stop,Not obstructed,NA,NA,0,1,0,0,0,0,0,PERSON RAN IN FRONT OF TRAIN 420 ON A PEDESTRIAN CROSSING AS IT ENTERED THE STATION. SUSTAINED INJURIES TO FOOT.
2022,01/31/2022,01,31,07,57,AM,07:57:00,STOUGHTON,SS,NORFOLK,MASSACHUSETTS,WYMAN,Y,Public,Auto,10,West,Moving over crossing,Train (units pulling),Rail equipment struck highway user,1,Dawn,Clear,1,6,7,R,South,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,38,Male,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,TRAIN WAS COMING IN TO STOUGHTON STATION AND WAS CROSSING WYMAN ST CROSSING (NO GATES) WHEN DRIVER OF AUTO WENT AROUND THE TRAIN AND IN THE PROCESS STRUCK THE KNUCKLE OF THE TRAIN.
2022,02/06/2022,02,06,05,56,PM,17:56:00,ASHLAND,SS,MIDDLESEX,MASSACHUSETTS,MAIN ST,Y,Public,Auto,0,West,Stalled or stuck on crossing,Train (units pulling),Rail equipment struck highway user,7,Dark,Clear,1,4,59,R,West,Gates,Hwy. traffic signals,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Snow/slush,Both sides,Yes,Yes,28,Male,No,Stopped on crossing,Not obstructed,Uninjured,No,0,0,0,0,0,0,1,"TRAIN 2513 OPERATING WESTBOUND WITH LOCO 2028 LEADING 4 COACHES WHEN IT STRUCK AN UNOCCUPIED VEHICLEAT THE MAIN ST CROSSING IN ASHLAND, MA AT MILEPOST BL24.27 ON THE WORCESTER MAINLINE. TRAIN WAS TRAVELING AT 59 MPH WHEN IT STRUCK THE UNOCCUPIED VEHICLE."
2022,01/21/2022,01,21,05,51,PM,17:51:00,WILMINGTON,SYSTEM,MIDDLESEX,MASSACHUSETTS,MIDDLESEX AVE,Y,Public,Auto,12,West,Moving over crossing,Train (units pushing),Rail equipment struck highway user,15,Dark,Clear,1,5,47,R,West,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,4,Alleged no warning,Dry,Side of vehicle approach,No,No,68,Female,No,Other,Not obstructed,Killed,Yes,1,0,15000,0,0,0,0,INCIDENT STILL UNDER INVESTIGATION
2022,07/02/2022,07,02,02,33,PM,14:33:00,HOLYOKE,CONN RIVER MAINLINE,HAMPDEN,MASSACHUSETTS,HOLYOKE GAS,N,Private,Pedestrian,NA,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,85,Day,Clear,1,5,35,E,South,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,No,No,NA,NA,No,Went around the gate,Not obstructed,NA,NA,1,0,0,0,0,0,0,"GRADE CROSSING: TRAIN 57(02) WITH E/107 PLUS SIX CARS, STRUCK A TRESPASSER ON PAN AM RAILWAYS’ CONNECTICUT RIVER MAINLINE AT MP 8.6. AT A PRIVATE GRADE CROSSING. IT WAS A CONFIRMED FATALITY."
2010,12/06/2010,12,06,06,05,PM,18:05:00,WEYMOUTH,NA,NORFOLK,MASSACHUSETTS,GROVE ST,Y,Public,Auto,NA,West,Trapped on crossing by traffic,Train (units pulling),Rail equipment struck highway user,30,Dark,Fog,2,4,50,R,South,Gates,Cantilever FLS,Hwy. traffic signals,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,NA,Both sides,No,Yes,74,Female,No,Stopped on crossing,Not obstructed,Killed,Yes,1,0,13000,0,0,0,0,TRAIN 047 REPORTS STRIKING AN AUTOMOBILE WHILE TRAVELLING SOUTH AT GROVE STREET GRADE CROSSING. INVESTIGATION HAS DETERMINED THAT THE AUTOMOBILE WAS BETWEEN THE GATES. TRAIN 047 LOCOMOTIVE 1065 STRUCKTHE VEHICLE AT THE SOUTH END OF THE CROSSING. VEHICLE PROPERTY DAMAGE IS AN ESTIMATE BASED ON KELLYBLUE BOOK. 55A ALSO SUBMITTED ON THIS INCIDENT AS PSGR SUCCUMBED TO INJURIES
2013,08/15/2013,08,15,07,20,AM,07:20:00,BUZZARDS BAY,CAPE MAIN,BARNSTABLE,MASSACHUSETTS,ACADEMY DRIVE,Y,Public,Auto,5,South,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,75,Dawn,Clear,1,6,5,E,South,Standard FLS,Hwy. traffic signals,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Side of vehicle approach,Yes,No,19,Female,No,Did not stop,Not obstructed,Injured,Yes,0,1,4000,0,0,0,0,"TRAIN OPERATING OVER THE HIGHWAY-RAIL GRADE CROSSING WITH DOT#536744P WAS STRUCK BY A VEHICLE.  THE19 YEAR OLD DRIVER WAS TRANSPORTED TO TOBEY HOSPITAL IN WAREHAM, MA FOR EVALUATION."
2020,12/05/2020,12,05,07,52,PM,19:52:00,BEVERLY DEPOT,NS,ESSEX,MASSACHUSETTS,CABOT ST,Y,Public,Auto,0,East,Stalled or stuck on crossing,Train (units pulling),Rail equipment struck highway user,34,Dark,Snow,1,5,40,E,East,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Snow/slush,Both sides,No,Yes,34,Male,No,Stopped on crossing,Not obstructed,Uninjured,No,0,0,150,0,0,0,0,"AFTER DEPARTING BEVERLY DEPOT ON TIME, TRAIN 1159 WAS HEADED EAST WHEN IN THE AREA OF BALCH ST XINGHE THOUGHT HE OBSERVED AN OBSTRUCTION AHEAD ON THE NO. 1 TRACK NEAR THE CABOT ST XING. HE STATED THAT VISIBILITY WAS PRETTY POOR DUE TO HEAVY SNOW FALLING AND THE WINDSHIELD WIPERS WERE NOT ABLE TO KEEP UP. SO HE ERRED ON THE SIDE OF CAUTION AND PLACED THE TRAIN IN EMERGENCY. WHEN THE TRAIN GOT CLOSER HE SAW IT WAS A VEHICLE OBSTRUCTING THE TRACK. TRAIN DID HIT THE VEHICLE."
2021,10/26/2021,10,26,12,08,PM,12:08:00,DOCK,NEW BEDFORD SUB,BRISTOL,MASSACHUSETTS,TARKLIN HILL ROAD,Y,Public,Auto,10,East,Moving over crossing,Other,Rail equipment struck highway user,63,Day,Rain,0,1,10,E,North,Gates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,7,Confirmed no warning,Wet,Both sides,No,No,21,Female,No,Stopped and then proceeded,Not obstructed,Uninjured,Yes,0,0,1000,0,0,0,0,"WHILE A HYRAIL INSPECTION TRUCK WAS STOPPING AND PROCEEDING TO TRAVERSE TRACK THROUGH A HIGHWAY-RAILGRADE CROSSING, A MOTORIST STOPPED WHEN BLOCKED BY THE HYRAIL TRUCK, THEN DROVE INTO THE OPPOSING LANE OF TRAFFIC TO TRY AND GET AROUND THE FRONT OF THE TRUCK, AND WAS THEN STRUCK BY THE HYRAIL TRUCK."
2022,02/14/2022,02,14,10,59,PM,22:59:00,HART ST.,NON SUBDIVISION,BRISTOL,MASSACHUSETTS,HART ST,Y,Public,Other motor vehicle,2,East,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,18,Dark,Clear,3,17,10,E,South,Gates,Standard FLS,Audible,Crossbucks,NA,NA,NA,NA,NA,NA,NA,Other,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,NA,NA,No,Did not stop,Not obstructed,Uninjured,No,0,0,6500,0,0,0,0,B72614 LEAD LOCOMOTIVE CSXT 6225 WAS STRUCK BY AN ABANDONED HONDA PILOT SUV THAT SLOWLY ROLLED INTOTHE SIDE OF THE LOCOMOTIVE.   POLICE HAD ATTEMPTED TO PULL THE VEHICLE OVER.  THREE PASSENGERS IN VEHICLE FLED AND DID NOT PUT THE VEHICLE IN PARK. GENDER AND AGE UNKNOWN.   PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).  MCRL DAMAGES $0.
2022,06/27/2022,06,27,10,10,AM,10:10:00,CHELSEA,CENTRAL,MIDDLESEX,MASSACHUSETTS,BEACHAM STREET,Y,Public,Truck,5,North,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,75,Day,Cloudy,1,13,1,E,North,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flagged by crew,NA,NA,Dry,Both sides,No,Yes,28,Male,No,Other,Not obstructed,Uninjured,Yes,0,0,1000,0,0,0,0,"WHILE THE CONDUCTOR WAS PROTECTING THE CROSSING, THE DRIVER OF THE BOX TRUCK DECIDED TO GO AROUND THE CONDUCTOR AND AS A RESULT STRUCK ENGINE 502.  NO DAMAGE TO LOCOMOTIVE."
2021,08/30/2021,08,30,06,01,AM,06:01:00,MONTELLO STATION,SYSTEM,PLYMOUTH,MASSACHUSETTS,PRIVATE,N,Private,Pedestrian,NA,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,70,Dawn,Clear,1,6,37,R,South,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,55,Male,No,Did not stop,Not obstructed,NA,NA,1,0,0,0,0,0,0,INDIVIDUAL ON THE PRIVATE CROSSING AT MONTELLO STATION STEPPED INTO THE PATH OF THE ONCOMING TRAIN.INDIVIDUAL WAS WEARING HEADPHONES AND NEVER LOOKED UP. NO GATES ON THE PEDESTRIAN XING.
2013,07/17/2013,07,17,09,58,AM,09:58:00,KINGSTON,SYSTEM,PLYMOUTH,MASSACHUSETTS,SUMMER ST,Y,Public,Pedestrian,0,North,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,95,Day,Clear,1,5,40,E,South,Gates,Hwy. traffic signals,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,Yes,Unknown,59,Male,Yes,Suicide/attempted suicide,Not obstructed,NA,NA,1,0,0,0,0,0,0,TRAIN WAS HEADING SOUTH WHEN A PEDESTRIAN STEPPED INTO THE CROSSING FACED THE TRAIN AND RAISED HIS ARMS. - OCME DETERMINED THIS WAS A SUICIDE
2013,08/18/2013,08,18,10,50,AM,10:50:00,NORTH WILMINGTON,SYSTEM,MIDDLESEX,MASSACHUSETTS,CONCORD ST,Y,Public,Truck,5,North,Moving over crossing,Train (units pulling),Rail equipment struck highway user,77,Day,Clear,1,6,60,E,West,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,No,Unknown,NA,NA,No,Went around the gate,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,TRUCK WENT AROUND GATES AS TRAIN WAS APPROACHING. ENGINEER SAW THE TRUCK AND PUT THE TRAIN INTO EMERGENCY. TRAIN STRUCK THE TRUCK CAUSING MINOR DAMAGE TO THE PLOW ON THE CONTROL CAR. TRUCK INVOLVED FLED THE SCENE. NO INFORMATION ON DRIVER.
2012,08/16/2012,08,16,08,05,AM,08:05:00,BOSTON MA SOUTH STA,NEW HAMPSHIRE,MIDDLESEX,MASSACHUSETTS,HIGH ST,Y,Public,Auto,30,East,Moving over crossing,Train (units pushing),Rail equipment struck by highway user,75,Day,Clear,2,5,38,R,South,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,Dry,Both sides,No,No,69,Male,No,Went thru the gate,Not obstructed,Injured,Yes,0,1,5000,0,0,0,0,"TRAIN 680 OPERATING WITH ENGINE 90214 IN THE LEAD, 5 CARS AND LOCOMOTIVE E/195 IN THE REAR WAS STRUCK BY AN AUTOMOBILE AT MP 5.40, HIGH ST CROSSING."
2013,09/14/2013,09,14,01,25,AM,01:25:00,WEST SPRINGFIELD,BERKSHIRE,HAMPDEN,MASSACHUSETTS,BRIDGE STREET,Y,Public,Auto,0,West,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,56,Dark,Clear,3,43,27,R,West,Gates,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,21,Female,No,Stopped on crossing,Not obstructed,Uninjured,No,0,0,1000,0,0,0,0,Q02012 SOUNDING THE HORN AND RINGING THE BELL APPROACHED BRIDGE STREET CROSSING WHEN IT HIT TRESPASSER VEHICLE THAT DROVE OFF THE ROAD CROSSING AND GOT HUNG UP ON THE RAIL. THE ENGINEER SIDE OF THE LEADER CSXT 869 JUST SCRAPED THE SIDE OF THE TRESPASSER VEHICLE.  NO DAMAGE TO THE LOCOMOTIVE OR TRAIN.  THE VEHICLE HAD ITS PASSENGER SIDE MIRROR BROKEN OFF AND A CREASE INDENTED INTO THE DOOR.
2013,11/14/2013,11,14,05,54,PM,17:54:00,RIVERWORKS,SYSTEM,SUFFOLK,MASSACHUSETTS,OAK ISLAND,Y,Public,Pedestrian,NA,North,Moving over crossing,Train (units pushing),Rail equipment struck highway user,40,Dark,Clear,1,5,58,R,West,Gates,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,23,Male,No,Suicide/attempted suicide,Not obstructed,NA,NA,1,0,0,0,0,0,0,TRAIN #68 APPROACHED CROSSING HEADING WEST. INDIVIDUAL WAS STANDING NORTH OF THE TRACKS AND AS THE TRAIN APPROACHED HE STEPPED INTO THE PATH OF THE TRAIN SUSTAINING FATAL INJURIES
2013,11/15/2013,11,15,09,28,PM,21:28:00,BEVERLY DEPOT,SYSTEM,ESSEX,MASSACHUSETTS,TRACK 2,Y,Public,Pedestrian,NA,South,Moving over crossing,Train (units pushing),Rail equipment struck highway user,45,Dark,Clear,1,5,12,R,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Dry,NA,NA,No,51,Male,No,Other,Not obstructed,NA,NA,0,0,0,0,0,0,0,TRAIN 186 WAS DEPARTING BEVERLY DEPOT WHEN AN INDIVIDUAL STEPPED OFF THE PLATFORM AND RAN ACROSS THEPEDESTRIAN CROSSING. INDIVIDUAL WAS STRUCK BY THE TRAIN. INDIVIUAL WAS TREATED FOR MINOR BRUISES AND CUTS AND RELEASED.
2010,12/12/2010,12,12,07,17,AM,07:17:00,BELCHERTOWN,NA,HAMPDEN,MASSACHUSETTS,BAY ROAD,Y,Public,Auto,NA,West,Trapped on crossing by traffic,Train (units pulling),Rail equipment struck highway user,38,Dawn,Rain,1,13,40,R,North,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,Unknown,Stopped on crossing,Not obstructed,Uninjured,No,0,0,7528,0,0,0,0,"HIGHWAY USER LOST CONTROL OF MOTOR VEHICLE HITTING A STEEL CULVERT @ MP 77.19 ON BAY ROAD IN BELCHERTOWN,  MA.  CAR CAME TO REST ON TOP OF MARKER FOULING THE MAIN LINE.  TRAIN OF 13 LOADS COULD NOT STOP BEFORE HITTING VEHICLE.  DRIVER WAS NOT IN THE VEHICLE AT THE TIME OF IMPACT."
2013,10/24/2013,10,24,06,25,PM,18:25:00,ANDOVER STATION,SYSTEM,ESSEX,MASSACHUSETTS,MAINLINE,Y,Public,Auto,0,North,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,50,Dark,Clear,1,5,22,R,East,Gates,Standard FLS,Hwy. traffic signals,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,42,Female,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,TRAIN 233 STRUCK A MINIVAN AT THE PEARSON ST CROSSING. ONE OCCUPANT IN THE VEHICLE AT THE TIME SHE IMMEDIATELY EXITED THE VAN AFTER THE COLLISION. TAKEN BY AMBULANCE TO THE HOSPITAL. VEHICLE WAS PUSHED BACKWARDS STRIKING THE CROSSING GATE AND RIPPING DOWN THE MAST.  HIGHWAY USER'S AGE IS NOT AVAILABLE.
2013,10/21/2013,10,21,06,38,PM,18:38:00,WEST CONCORD,SYSTEM,MIDDLESEX,MASSACHUSETTS,CONANT ST,Y,Public,Auto,0,North,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,50,Dark,Clear,1,5,28,E,West,Gates,Standard FLS,Hwy. traffic signals,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Dry,Both sides,No,Yes,60,Female,No,Other,Not obstructed,Uninjured,No,0,0,0,0,0,0,0,"DRIVER OF VEHICLE DROVE ONTO TRACK AND REALIZING WHERE SHE WAS SHE ATTEMPTED TO MAKE A U-TURN AND GOT HER VEHICLE STUCK. 
SHE EXITED THE CAR WHEN SHE HEARD THE TRAIN APPROACHING. VEHICLE WAS STRUCK CAUSING SIGNIFICANT DAMAGE TO THE VEHICLE. NO DAMAGE TO TRACK OR C&S EQUIPMENT"
2011,01/28/2011,01,28,11,37,AM,11:37:00,ROCKPORT,NA,ESSEX,MASSACHUSETTS,POOLE'S LANE,N,Private,Auto,0,East,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,35,Day,Cloudy,2,4,14,R,East,Stop signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,NA,NA,NA,Both sides,No,Unknown,32,Male,Unknown,Stopped on crossing,Other,Uninjured,Yes,0,0,0,0,0,0,0,TRAIN 113 STRUCK AN AUTO AT POOLE'S LANE CROSSING. AUTOMOBILE TRIED TO STOP AND ENDED UP SKIDDING ONTO THE CROSSING. DRIVER WAS ABLE TO BACK UP SOME BUT TRAIN CLIPPED HIS FRONT. NO DAMAGE TO THE TRAIN. MINOR DAMAGE TO CAR NO DAMAGE ESTIMATES (NO REPORT FILED) DRIVER OF CAR WAS NOT HURT AND REFUSED ANY MEDICAL TREATMENT. VIEW OF TRACK OBSTRUCTED BY LARGE MOUNTAINS OF SNOW.
2013,12/17/2013,12,17,06,20,PM,18:20:00,COHASSET STATION,SYSTEM,NORFOLK,MASSACHUSETTS,NORTH MAIN ST,Y,Public,Auto,0,South,Stalled or stuck on crossing,Train (units pulling),Rail equipment struck highway user,26,Dark,Snow,1,5,22,E,South,Gates,Cantilever FLS,Standard FLS,Hwy. traffic signals,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,Snow/slush,Both sides,NA,Unknown,41,Female,No,Other,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,VEHICLE GOING OVER THE CROSSING WHEN THE RAILROAD CROSSING LIGHTS CAME ON IN FRONT OF HER. SHE SAW THE TRAIN COMING AND ATTEMPTED TO BACK UP AND GOT STUCK IN THE SNOW.  THE TRAIN APPLIED THE EMERGENCYBRAKE BUT SUBSEQUENTLY STRUCK THE VEHICLE . THE DRIVER WAS IN THE VEHICLE AT THE TIME. SHE EXITED THE VEHICLE AFTER IMPACT AND PER THE COHASSET POLICE REPORT SHE SUFFERED NO INJURIES.
2011,01/12/2011,01,12,09,15,AM,09:15:00,ROBERTS/BRANDEIS,NA,MIDDLESEX,MASSACHUSETTS,SOUTH ST,Y,Public,Other motor vehicle,2,East,Moving over crossing,Train (standing),Rail equipment struck by highway user,13,Day,Snow,2,4,NA,E,East,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,Yes,60,Male,No,Other,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,TRAIN 454 STRUCK BY AN SUV THAT SLID THROUGH THE GATES. NO INJURIES AS RESULT OF COLLISION.
